# observation_window_sweep_v13 -- BLIND artifact (provenance below stripped by pose.py).
# ONE fluctuating signal, measured at FIVE observation-window lengths (level 0 shortest
# watching -> level 4 longest). tau is the signal's own clock (a lag). Columns: level,
# window_rel (relative observation-window length, normalized to the shortest run = 1.0x),
# tau, C (autocorrelation), chi (integrated step-response). No times, no model parameters.
# Sampling is fixed-fine; only the observation DURATION (max lag) differs across levels.
level,window_rel,tau,C,chi
28,4101.13,8874.72,8.3928532e-05,0.99991607
28,4101.13,12303.4,2.721828e-06,0.99999728
29,5519.95,0,1,0
29,5519.95,0.05,0.98046177,0.019538229
29,5519.95,0.0698611,0.97296742,0.027032581
29,5519.95,0.0976115,0.96274193,0.037258074
29,5519.95,0.136385,0.94892087,0.051079133
29,5519.95,0.19056,0.93048414,0.069515862
29,5519.95,0.266255,0.90633786,0.093662141
29,5519.95,0.372017,0.87551387,0.12448613
29,5519.95,0.51979,0.83754632,0.16245368
29,5519.95,0.726262,0.79304983,0.20695017
29,5519.95,1.01475,0.74438871,0.25561129
29,5519.95,1.41783,0.69604547,0.30395453
29,5519.95,1.98102,0.6539837,0.3460163
29,5519.95,2.76793,0.62345825,0.37654175
29,5519.95,3.86741,0.60604898,0.39395102
29,5519.95,5.40364,0.59856664,0.40143336
29,5519.95,7.55008,0.59569744,0.40430256
29,5519.95,10.5491,0.59371427,0.40628573
29,5519.95,14.7395,0.59122132,0.40877868
29,5519.95,20.5943,0.58776976,0.41223024
29,5519.95,28.7749,0.58298111,0.41701889
29,5519.95,40.2049,0.57635557,0.42364443
29,5519.95,56.1752,0.56722412,0.43277588
29,5519.95,78.4892,0.55470725,0.44529275
29,5519.95,109.667,0.53767961,0.46232039
29,5519.95,153.229,0.51476001,0.48523999
29,5519.95,214.095,0.48436314,0.51563686
29,5519.95,299.138,0.44487429,0.55512571
29,5519.95,417.962,0.39503231,0.60496769
29,5519.95,583.986,0.33460268,0.66539732
29,5519.95,815.958,0.2653293,0.7346707
29,5519.95,1140.07,0.19187713,0.80812287
29,5519.95,1592.94,0.12199651,0.87800349
29,5519.95,2225.69,0.064795919,0.93520408
29,5519.95,3109.78,0.026766486,0.97323351
29,5519.95,4345.05,0.0077825003,0.9922175
29,5519.95,6071,0.0013853143,0.99861469
29,5519.95,8482.54,0.00012423141,0.99987577
29,5519.95,11852,4.2746163e-06,0.99999573
29,5519.95,16559.9,3.8573953e-08,0.99999996
30,7429.64,0,1,0
30,7429.64,0.05,0.98046177,0.019538229
30,7429.64,0.0704095,0.9727626,0.027237397
30,7429.64,0.0991498,0.96218331,0.037816689
30,7429.64,0.139622,0.94779109,0.052208915
30,7429.64,0.196614,0.92848516,0.071514838
30,7429.64,0.27687,0.90309527,0.09690473
30,7429.64,0.389885,0.8706201,0.1293799
30,7429.64,0.549031,0.83067424,0.16932576
30,7429.64,0.77314,0.78416087,0.21583913
30,7429.64,1.08873,0.73400494,0.26599506
30,7429.64,1.53313,0.68542402,0.31457598
30,7429.64,2.15894,0.64488484,0.35511516
30,7429.64,3.0402,0.61730876,0.38269124
30,7429.64,4.28118,0.60296733,0.39703267
30,7429.64,6.02871,0.5973571,0.4026429
30,7429.64,8.48956,0.59501006,0.40498994
30,7429.64,11.9549,0.59287233,0.40712767
30,7429.64,16.8348,0.5899837,0.4100163
30,7429.64,23.7066,0.58594334,0.41405666
30,7429.64,33.3833,0.58030065,0.41969935
30,7429.64,47.01,0.5724467,0.4275533
30,7429.64,66.199,0.56156675,0.43843325
30,7429.64,93.2207,0.54659543,0.45340457
30,7429.64,131.272,0.52618728,0.47381272
30,7429.64,184.856,0.49873415,0.50126585
30,7429.64,260.313,0.46248623,0.53751377
30,7429.64,366.57,0.41586465,0.58413535
30,7429.64,516.2,0.35807054,0.64192946
30,7429.64,726.907,0.29004116,0.70995884
30,7429.64,1023.62,0.21557466,0.78442534
30,7429.64,1441.45,0.14195011,0.85804989
30,7429.64,2029.84,0.078813919,0.92118608
30,7429.64,2858.4,0.034416315,0.96558368
30,7429.64,4025.17,0.010716268,0.98928373
30,7429.64,5668.2,0.0020724536,0.99792755
30,7429.64,7981.89,0.00020495524,0.99979504
30,7429.64,11240,7.8826847e-06,0.99999212
30,7429.64,15828.1,8.0187682e-08,0.99999992
30,7429.64,22288.9,1.2537095e-10,1
31,10000,0,1,0
31,10000,0.05,0.98046177,0.019538229
31,10000,0.0709621,0.97255629,0.027443707
31,10000,0.100712,0.96161677,0.038383232
31,10000,0.142935,0.94663827,0.053361734
31,10000,0.20286,0.9264353,0.073564697
31,10000,0.287908,0.89975964,0.10024036
31,10000,0.408611,0.86558406,0.13441594
31,10000,0.579918,0.82362995,0.17637005
31,10000,0.823044,0.77514364,0.22485636
31,10000,1.1681,0.7236826,0.2763174
31,10000,1.65782,0.67522807,0.32477193
31,10000,2.35284,0.63662936,0.36337064
31,10000,3.33925,0.61218516,0.38781484
31,10000,4.73921,0.60066142,0.39933858
31,10000,6.72609,0.59645757,0.40354243
31,10000,9.54595,0.59432828,0.40567172
31,10000,13.548,0.59192653,0.40807347
31,10000,19.2279,0.58857345,0.41142655
31,10000,27.2891,0.58384794,0.41615206
31,10000,38.7298,0.57720635,0.42279365
31,10000,54.967,0.56790981,0.43209019
31,10000,78.0115,0.55497225,0.44502775
31,10000,110.717,0.53711507,0.46288493
31,10000,157.135,0.51275337,0.48724663
31,10000,223.012,0.48006304,0.51993696
31,10000,316.508,0.43721332,0.56278668
31,10000,449.202,0.38288222,0.61711778
31,10000,637.527,0.31715885,0.68284115
31,10000,904.805,0.24277239,0.75722761
31,10000,1284.14,0.16613347,0.83386653
31,10000,1822.5,0.096972381,0.90302762
31,10000,2586.57,0.045166482,0.95483352
31,10000,3670.98,0.015270965,0.98472903
31,10000,5210.01,0.0032769857,0.99672301
31,10000,7394.26,0.0003688623,0.99963114
31,10000,10494.3,1.6617139e-05,0.99998338
31,10000,14893.9,2.0408856e-07,0.9999998
31,10000,21138,3.9629505e-10,1
31,10000,30000,5.6145738e-14,1
